pmid,year,journal,title,design,population,outcome_e_code_mapped,outcome_ineligible,registration_stated,n_reported,duration_reported,tier,tier_reason,abstract_retrievable,risk_of_bias_tool,risk_of_bias_judgement,found_by,pubtypes,tier_manually_corrected,reported_direction_by_authors,intervention_named,fulltext_verified,fulltext_verification_note
35292270,2022,EBioMedicine,"Orally-active, clinically-translatable senolytics restore α-Klotho in mice and humans.",preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
35747752,2022,Front Pharmacol,Antifibrotic Mechanism of Piceatannol in Bleomycin-Induced Pulmonary Fibrosis in Mice.,preclinical,non_human_or_na,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
35782322,2022,Asian J Pharm Sci,Salvianolic acid B dry powder inhaler for the treatment of idiopathic pulmonary fibrosis.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
35835367,2022,Pharmacol Res,Clinical trials of orphan drugs in China over the decade 2012-2022: Opportunities and challenges.,narrative_review_or_mechanistic,ipf_only,False,False,False,261.0,7 months,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,tcm_any,"Editorial|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
33378971,2021,Biomed Pharmacother,Traditional Chinese medicine combined with pulmonary drug delivery system and idiopathic pulmonary fibrosis: Rationale and therapeutic potential.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,tcm_any,Historical Article|Journal Article|Review,False,direction not stated in the retrievable record,,,
33472968,2021,Thorax,Blocking LOXL2 and TGFβ1 signalling induces collagen I turnover in precision-cut lung slices derived from patients with idiopathic pulmonary fibrosis.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
33890415,2021,ChemMedChem,Screening of Inhibitors Targeting Heat Shock Protein 47 Involved in the Development of Idiopathic Pulmonary Fibrosis.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
34107859,2021,Am J Chin Med,Active Components from Traditional Herbal Medicine for the Potential Therapeutics of Idiopathic Pulmonary Fibrosis: A Systemic Review.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,tcm_herbal_trials,Journal Article|Systematic Review,False,direction not stated in the retrievable record,,,
34202229,2021,Int J Mol Sci,"SIRT3 Overexpression Ameliorates Asbestos-Induced Pulmonary Fibrosis, mt-DNA Damage, and Lung Fibrogenic Monocyte Recruitment.",preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
34401216,2021,Curr Mol Biol Rep,Cellular Senescence in Idiopathic Pulmonary Fibrosis.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article|Review,False,direction not stated in the retrievable record,,,
34662116,2021,J Agric Food Chem,Prospective Selective Mechanism of Emerging Senolytic Agents Derived from Flavonoids.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
34699859,2021,Mech Ageing Dev,Strategies for late phase preclinical and early clinical trials of senolytics.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't|Review",False,direction not stated in the retrievable record,,,
32149561,2020,Int J Radiat Biol,Radiation induced apoptosis and pulmonary fibrosis: curcumin an effective intervention?,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article|Review,False,direction not stated in the retrievable record,,,
32425767,2020,Front Pharmacol,Radix Astragali and Radix Angelicae Sinensis in the Treatment of Idiopathic Pulmonary Fibrosis: A Systematic Review and Meta-analysis.,meta_analysis/SR,ipf_only,False,True,False,,,T4,outcome-ineligible per brief 4.1: no outcome mapping to a Phase 1 E-code,True,not applicable,,tcm_herbal_trials|natural_product_trials_broad,Systematic Review|Journal Article,False,authors report at least one statistically significant benefit,,,
32578904,2020,Med Res Rev,Emerging use of senolytics and senomorphics against aging and chronic diseases.,narrative_review_or_mechanistic,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't|Review",False,direction not stated in the retrievable record,,,
32686219,2020,J Intern Med,Senolytic drugs: from discovery to translation.,narrative_review_or_mechanistic,ipf_only,True,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, N.I.H., Extramural|Review",False,direction not stated in the retrievable record,,,
30109946,2019,Am J Respir Cell Mol Biol,Quercetin Enhances Ligand-induced Apoptosis in Senescent Idiopathic Pulmonary Fibrosis Fibroblasts and Reduces Lung Fibrosis In Vivo.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
31013581,2019,Int J Mol Sci,The Effects of Epigallocatechin Gallate (EGCG) on Pulmonary Fibroblasts of Idiopathic Pulmonary Fibrosis (IPF)-A Next-Generation Sequencing and Bioinformatic Approach.,preclinical,ipf_only,False,False,False,61.0,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
31195971,2019,Mol Med,Curcumin induced oxidative stress attenuation by N-acetylcysteine co-treatment: a fibroblast and epithelial cell in-vitro study in idiopathic pulmonary fibrosis.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
31542391,2019,EBioMedicine,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,narrative_review_or_mechanistic,ipf_only,True,False,True,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,direction not stated in the retrievable record,,,
29747538,2018,Drug Chem Toxicol,Protective effect of standardized extract of Myrtus communis L. (myrtle) on experimentally bleomycin-induced pulmonary fibrosis: biochemical and histopathological study.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,ayurveda_other,Journal Article,False,direction not stated in the retrievable record,,,
29940125,2018,Biochem Cell Biol,Quercetin ameliorates pulmonary fibrosis by inhibiting SphK1/S1P signaling.,preclinical,ipf_only,True,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
28365154,2017,Biochem Biophys Res Commun,Activation and overexpression of Sirt1 attenuates lung fibrosis via P300.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
28922731,2017,Biomed Pharmacother,Shikonin suppresses pulmonary fibroblasts proliferation and activation by regulating Akt and p38 MAPK signaling pathways.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,ayurveda_other,Journal Article,False,direction not stated in the retrievable record,,,
28987380,2017,Toxicol Appl Pharmacol,The disturbed redox-balance in pulmonary fibrosis is modulated by the plant flavonoid quercetin.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article,False,authors report at least one statistically significant benefit,,,
26059457,2015,Aging Cell,Deregulation of selective autophagy during aging and pulmonary fibrosis: the role of TGFβ1.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
21216973,2011,Am J Respir Cell Mol Biol,Attenuation of transforming growth factor-β-stimulated collagen production in fibroblasts by quercetin-induced heme oxygenase-1.,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
21269063,2011,Exp Lung Res,Resveratrol inhibits transforming growth factor-β-induced proliferation and differentiation of ex vivo human lung fibroblasts into myofibroblasts through ERK/Akt inhibiti,preclinical,ipf_only,False,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
20061443,2010,Am J Physiol Lung Cell Mol Physiol,Curcumin inhibits fibrosis-related effects in IPF fibroblasts and in mice following bleomycin-induced lung injury.,preclinical,ipf_only,True,False,False,,,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,"Journal Article|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",False,direction not stated in the retrievable record,,,
20686245,2010,Biol Pharm Bull,The ethical Kampo formulation Sho-seiryu-to (TJ-19) prevents bleomycin-induced pulmonary fibrosis in rats.,preclinical,ipf_only,False,False,False,,1 weeks,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,ayurveda_other,Journal Article,False,direction not stated in the retrievable record,,,
11795518,2001,Ann N Y Acad Sci,A new function of green tea: prevention of lifestyle-related diseases.,narrative_review_or_mechanistic,non_human_or_na,True,False,False,,4 months,T4,non-human or non-primary evidence only; never graded on efficacy,True,not applicable,,natural_product_trials_broad,Journal Article|Review,False,direction not stated in the retrievable record,,,
37173702,2023,BMC Complement Med Ther,Multiform-based Baduanjin exercise prevention and treatment for idiopathic pulmonary fibrosis: study protocol for a randomized controlled trial.,protocol,ipf_only,True,False,True,,3 months,T5,registered or planned study; no result reported,True,not applicable,,mindbody,Clinical Trial Protocol|Journal Article,False,direction not stated in the retrievable record,,,
35109889,2022,Trials,"Efficacy and safety of traditional Chinese medicine in patients with acute exacerbation of idiopathic pulmonary fibrosis: study protocol for randomized, controlled, explo",protocol,ipf_only,True,False,True,80.0,4 weeks,T5,registered or planned study; no result reported,True,not applicable,,tcm_any,Clinical Trial Protocol|Journal Article,False,direction not stated in the retrievable record,,,
29384901,2017,Medicine (Baltimore),Acupuncture for idiopathic pulmonary fibrosis: Protocol for a systematic review.,protocol,ipf_only,True,False,False,,,T5,registered or planned study; no result reported,True,not applicable,,mindbody,Journal Article,False,direction not stated in the retrievable record,,,
